model,q_number,response
chatgpt-4o-latest,33,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, IPVanish, Windscribe, VyprVPN"
gemini-2.0-flash-exp,33,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, Hotspot Shield, Atlas VPN"
claude-3-5-sonnet-latest,33,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,33,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, Surfshark, ProtonVPN, Hotspot Shield, VyprVPN"
deepseek-v3,33,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, Hotspot Shield, IPVanish, ProtonVPN, TunnelBear, Windscribe"
chatgpt-4o-latest,34,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,34,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,34,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Windscribe, TunnelBear, Mullvad"
llama-v3p1-70b-instruct,34,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, IPVanish, StrongVPN, HideMyAss, Surfshark"
deepseek-v3,34,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, Hotspot Shield, IPVanish, VyprVPN, TunnelBear"
chatgpt-4o-latest,35,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, VyprVPN, Windscribe, TunnelBear"
gemini-2.0-flash-exp,35,"NordVPN, Surfshark, ExpressVPN, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,35,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,35,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, ProtonVPN, Private Internet Access, IPVanish, Surfshark, Hotspot Shield, PureVPN"
deepseek-v3,35,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, VyprVPN, TunnelBear, Hotspot Shield"
chatgpt-4o-latest,36,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, Proton VPN, IPVanish, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,36,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,36,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Hotspot Shield, VyprVPN"
llama-v3p1-70b-instruct,36,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, Hotspot Shield, PureVPN, StrongVPN, ProtonVPN"
deepseek-v3,36,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, TunnelBear, ProtonVPN, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,37,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, Windscribe, TunnelBear"
gemini-2.0-flash-exp,37,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Windscribe, Mullvad"
claude-3-5-sonnet-latest,37,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,37,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, StrongVPN, Surfshark, ProtonVPN, Hotspot Shield"
deepseek-v3,37,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,38,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,38,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,38,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,38,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, ProtonVPN, Hotspot Shield, StrongVPN, Surfshark"
deepseek-v3,38,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, VyprVPN, TunnelBear"
chatgpt-4o-latest,39,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,39,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad VPN, Windscribe"
claude-3-5-sonnet-latest,39,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,39,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, Private Internet Access, IPVanish, ProtonVPN, Surfshark, Hotspot Shield, VyprVPN"
deepseek-v3,39,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, Hotspot Shield, TunnelBear, ProtonVPN"
chatgpt-4o-latest,40,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,40,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,40,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, IPVanish, Private Internet Access, TunnelBear, Windscribe, PureVPN"
llama-v3p1-70b-instruct,40,"ExpressVPN, NordVPN, Private Internet Access, CyberGhost, IPVanish, TunnelBear, StrongVPN, ProtonVPN, Surfshark, Hotspot Shield"
deepseek-v3,40,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, VyprVPN, TunnelBear"
chatgpt-4o-latest,41,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, VyprVPN, TunnelBear"
gemini-2.0-flash-exp,41,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, ProtonVPN, Hotspot Shield, Mullvad"
claude-3-5-sonnet-latest,41,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,41,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, Surfshark, ProtonVPN, Hotspot Shield, VyprVPN"
deepseek-v3,41,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,42,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Hotspot Shield"
gemini-2.0-flash-exp,42,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad VPN, Windscribe"
claude-3-5-sonnet-latest,42,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,42,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, TunnelBear, Private Internet Access, Hotspot Shield, IPVanish, StrongVPN, PureVPN"
deepseek-v3,42,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, Hotspot Shield, ProtonVPN, TunnelBear"
chatgpt-4o-latest,43,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Hotspot Shield, Windscribe"
gemini-2.0-flash-exp,43,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,43,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,43,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, Hotspot Shield, StrongVPN, ProtonVPN, Surfshark"
deepseek-v3,43,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,44,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,44,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Mullvad, Hotspot Shield"
claude-3-5-sonnet-latest,44,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Mullvad, VyprVPN"
llama-v3p1-70b-instruct,44,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, ProtonVPN, Hotspot Shield, PureVPN, Surfshark"
deepseek-v3,44,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,45,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,45,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, Atlas VPN, Mullvad VPN, IVPN, Windscribe"
claude-3-5-sonnet-latest,45,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Mullvad, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,45,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, Surfshark, CyberGhost, IPVanish, Hotspot Shield, Mullvad"
deepseek-v3,45,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, VyprVPN, TunnelBear"
chatgpt-4o-latest,46,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,46,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,46,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, VyprVPN, TunnelBear"
llama-v3p1-70b-instruct,46,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, TunnelBear, Private Internet Access, IPVanish, StrongVPN, Surfshark, Hotspot Shield"
deepseek-v3,46,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, ProtonVPN, TunnelBear, Hotspot Shield"
chatgpt-4o-latest,47,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,47,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Mullvad VPN, Hide me"
claude-3-5-sonnet-latest,47,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,47,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, StrongVPN, ProtonVPN, HideMyAss, Surfshark"
deepseek-v3,47,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,48,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Windscribe, TunnelBear"
gemini-2.0-flash-exp,48,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Hide me"
claude-3-5-sonnet-latest,48,"ExpressVPN, NordVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Windscribe, TunnelBear, Mullvad"
llama-v3p1-70b-instruct,48,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, StrongVPN, Hotspot Shield, ProtonVPN, Surfshark"
deepseek-v3,48,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, Hotspot Shield, ProtonVPN, TunnelBear"
chatgpt-4o-latest,49,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,49,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,49,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,49,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, StrongVPN, HideMyAss, PureVPN, Surfshark"
deepseek-v3,49,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, VyprVPN, TunnelBear, ProtonVPN"
chatgpt-4o-latest,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,50,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,50,"ExpressVPN, NordVPN, Private Internet Access, CyberGhost, TunnelBear, IPVanish, PureVPN, HideMyAss, ProtonVPN, Surfshark"
deepseek-v3,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
