model,q_number,response
deepseek-v3,32,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,33,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,ProtonVPN,IPVanish,Windscribe,Hotspot Shield,Mullvad"
gemini-2.0-flash-exp,33,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, AtlasVPN, ProtonVPN, Windscribe, Mullvad"
claude-3-5-sonnet-latest,33,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,33,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, PrivateInternetAccess, TunnelBear, IPVanish, HotspotShield, StrongVPN, Surfshark"
deepseek-v3,33,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,HideMyAss,VyprVPN,Windscribe,ProtonVPN"
chatgpt-4o-latest,34,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,34,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,34,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,34,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, Surfshark, IPVanish, HotspotShield, VyprVPN"
deepseek-v3,34,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,VyprVPN,Hotspot Shield,TunnelBear,ProtonVPN"
chatgpt-4o-latest,35,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,ProtonVPN,IPVanish,Hotspot Shield,Windscribe,Mullvad"
gemini-2.0-flash-exp,35,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Atlas VPN,VyprVPN,TunnelBear"
claude-3-5-sonnet-latest,35,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,35,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, IPVanish, ProtonVPN, Surfshark, HotspotShield, VyprVPN"
deepseek-v3,35,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,36,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, Hotspot Shield"
gemini-2.0-flash-exp,36,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,36,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,36,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, HotspotShield, IPVanish, Surfshark, PureVPN"
deepseek-v3,36,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,37,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,37,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, TunnelBear"
claude-3-5-sonnet-latest,37,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, AtlasVPN"
llama-v3p1-70b-instruct,37,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, CyberGhost, IPVanish, HotspotShield, ProtonVPN, Surfshark, PureVPN"
deepseek-v3,37,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, TunnelBear, ProtonVPN, Hotspot Shield"
chatgpt-4o-latest,38,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,38,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,38,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,38,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, Private Internet Access, CyberGhost, IPVanish, StrongVPN, Hotspot Shield, VyprVPN"
deepseek-v3,38,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, ProtonVPN, TunnelBear, Hotspot Shield"
chatgpt-4o-latest,39,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,39,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, TunnelBear"
claude-3-5-sonnet-latest,39,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, Hotspot Shield"
llama-v3p1-70b-instruct,39,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, IPVanish, HotspotShield, PureVPN, VyprVPN"
deepseek-v3,39,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,40,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,40,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,40,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Mullvad, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,40,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, CyberGhost, PrivateInternetAccess, IPVanish, HotspotShield, PureVPN, Surfshark"
deepseek-v3,40,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,41,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,41,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,41,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,41,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, IPVanish, StrongVPN, ProtonVPN, Surfshark, HotspotShield"
deepseek-v3,41,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,42,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,42,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Atlas VPN,Hide me,TunnelBear"
claude-3-5-sonnet-latest,42,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,42,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, ProtonVPN, CyberGhost, IPVanish, StrongVPN, HideMyAss, PureVPN"
deepseek-v3,42,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, TunnelBear, VyprVPN, ProtonVPN"
chatgpt-4o-latest,43,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,43,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,43,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,43,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, CyberGhost, IPVanish, StrongVPN, ProtonVPN, Surfshark, HotspotShield"
deepseek-v3,43,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,VyprVPN,Hotspot Shield,ProtonVPN,TunnelBear"
chatgpt-4o-latest,44,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, Mullvad"
gemini-2.0-flash-exp,44,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,44,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,44,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, PrivateInternetAccess, CyberGhost, IPVanish, HotspotShield, StrongVPN, Surfshark"
deepseek-v3,44,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,45,"ExpressVPN,NordVPN,Surfshark,ProtonVPN,CyberGhost,Private Internet Access,Mullvad,IVPN,Windscribe,AtlasVPN"
gemini-2.0-flash-exp,45,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,45,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,45,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, Surfshark, HotspotShield, IPVanish, StrongVPN"
deepseek-v3,45,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,46,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,46,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,46,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,46,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, ProtonVPN, Hotspot Shield, StrongVPN, Surfshark"
deepseek-v3,46,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,47,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,47,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad VPN, Hide me"
claude-3-5-sonnet-latest,47,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,47,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, IPVanish, Surfshark, HotspotShield, VyprVPN"
deepseek-v3,47,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,48,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,ProtonVPN,IPVanish,Windscribe,Hotspot Shield,Mullvad"
gemini-2.0-flash-exp,48,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,48,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Mullvad, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,48,"ExpressVPN, NordVPN, ProtonVPN, Surfshark, CyberGhost, PrivateInternetAccess, TunnelBear, IPVanish, HotspotShield, StrongVPN"
deepseek-v3,48,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, VyprVPN, TunnelBear, Hotspot Shield"
chatgpt-4o-latest,49,"ExpressVPN,NordVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,Windscribe,TunnelBear"
gemini-2.0-flash-exp,49,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad VPN, Windscribe"
claude-3-5-sonnet-latest,49,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,49,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, PrivateInternetAccess, CyberGhost, HotspotShield, IPVanish, StrongVPN, PureVPN"
deepseek-v3,49,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, Hotspot Shield, IPVanish, TunnelBear, VyprVPN"
chatgpt-4o-latest,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, HideMyAss, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,50,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, Surfshark, IPVanish, HotspotShield, PureVPN"
deepseek-v3,50,"NordVPN,ExpressVPN,Surfshark,CyberGhost,IPVanish,Private Internet Access,ProtonVPN,Hotspot Shield,Windscribe,VyprVPN"
