model,q_number,response
chatgpt-4o-latest,33,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,33,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,33,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,33,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, ProtonVPN, HideMyAss, Surfshark, VyprVPN"
deepseek-v3,33,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,34,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,34,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Mullvad, Hotspot Shield"
claude-3-5-sonnet-latest,34,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,34,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, ProtonVPN, Surfshark, CyberGhost, IPVanish, Hotspot Shield, VyprVPN"
deepseek-v3,34,"ExpressVPN, NordVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, TunnelBear, VyprVPN, Hotspot Shield"
chatgpt-4o-latest,35,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, Windscribe, TunnelBear"
gemini-2.0-flash-exp,35,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Hotspot Shield"
claude-3-5-sonnet-latest,35,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,35,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, ProtonVPN, Private Internet Access, Surfshark, IPVanish, Hotspot Shield, VyprVPN"
deepseek-v3,35,"ExpressVPN, NordVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, VyprVPN, TunnelBear, ProtonVPN, Hotspot Shield"
chatgpt-4o-latest,36,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,36,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, TunnelBear"
claude-3-5-sonnet-latest,36,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, IPVanish, Private Internet Access, TunnelBear, Mullvad, Windscribe"
llama-v3p1-70b-instruct,36,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, Hotspot Shield, IPVanish, StrongVPN, ProtonVPN, Surfshark"
deepseek-v3,36,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,37,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,37,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,37,"ExpressVPN, NordVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,37,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, ProtonVPN, Hotspot Shield, IPVanish, PureVPN, Surfshark"
deepseek-v3,37,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,38,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, Windscribe, VyprVPN"
gemini-2.0-flash-exp,38,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,38,"Nord VPN, Express VPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, Hide My Ass"
llama-v3p1-70b-instruct,38,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, Hotspot Shield, ProtonVPN, Surfshark, VyprVPN"
deepseek-v3,38,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,39,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,39,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,39,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,39,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, Hotspot Shield, PureVPN, StrongVPN"
deepseek-v3,39,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, TunnelBear, IPVanish, VyprVPN, Hotspot Shield"
chatgpt-4o-latest,40,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,40,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad VPN, Windscribe"
claude-3-5-sonnet-latest,40,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,40,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, IPVanish, Hotspot Shield, StrongVPN, Surfshark"
deepseek-v3,40,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,41,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,41,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Hide me"
claude-3-5-sonnet-latest,41,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,41,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, Hotspot Shield, Surfshark, StrongVPN"
deepseek-v3,41,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, Hotspot Shield, TunnelBear, ProtonVPN, VyprVPN"
chatgpt-4o-latest,42,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,42,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,42,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, HideMyAss, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,42,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, CyberGhost, Hotspot Shield, IPVanish, Surfshark, Mullvad"
deepseek-v3,42,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,43,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, VyprVPN, TunnelBear"
gemini-2.0-flash-exp,43,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, TunnelBear"
claude-3-5-sonnet-latest,43,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, VyprVPN, HideMyAss, TunnelBear"
llama-v3p1-70b-instruct,43,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, Surfshark, IPVanish, StrongVPN, Hotspot Shield"
deepseek-v3,43,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, Hotspot Shield, IPVanish, VyprVPN, TunnelBear, ProtonVPN"
chatgpt-4o-latest,44,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, Hotspot Shield"
gemini-2.0-flash-exp,44,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,44,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,44,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, ProtonVPN, IPVanish, Surfshark, Hotspot Shield, TorGuard"
deepseek-v3,44,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,45,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Mullvad, Windscribe, VyprVPN"
gemini-2.0-flash-exp,45,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,45,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,45,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, Private Internet Access, TunnelBear, Surfshark, IPVanish, Hotspot Shield, Mullvad"
deepseek-v3,45,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, TunnelBear, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,46,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,46,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,46,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, IPVanish, Private Internet Access, TunnelBear, HideMyAss, VyprVPN"
llama-v3p1-70b-instruct,46,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, Private Internet Access, IPVanish, Hotspot Shield, PureVPN, ProtonVPN, Surfshark"
deepseek-v3,46,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,47,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,47,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,47,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,47,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, Private Internet Access, TunnelBear, Surfshark, IPVanish, Hotspot Shield, StrongVPN"
deepseek-v3,47,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,48,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Mullvad, Windscribe"
gemini-2.0-flash-exp,48,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Proton VPN, Windscribe, Atlas VPN, Mullvad"
claude-3-5-sonnet-latest,48,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, Mullvad"
llama-v3p1-70b-instruct,48,"ExpressVPN, NordVPN, Surfshark, ProtonVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, Hotspot Shield, Mullvad"
deepseek-v3,48,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,49,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Windscribe, Hotspot Shield, TunnelBear"
gemini-2.0-flash-exp,49,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Windscribe, Hotspot Shield"
claude-3-5-sonnet-latest,49,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,49,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, ProtonVPN, CyberGhost, Hotspot Shield, PureVPN, VyprVPN"
deepseek-v3,49,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, Hotspot Shield, IPVanish, VyprVPN, TunnelBear"
chatgpt-4o-latest,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Mullvad VPN, Windscribe"
claude-3-5-sonnet-latest,50,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,50,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, StrongVPN, Surfshark, Hotspot Shield"
deepseek-v3,50,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, TunnelBear, Hotspot Shield, VyprVPN"
